Name,Title,URL,Views,Likes,Comment_Count,Downloadable_Link
Krish Naik,History Of Machine Learning Dicussing The Entire Timeline,https://www.youtube.com/watch?v=m_nQM_AkVfY,203K,512,40,https://drive.google.com/file/d/1t2lk9nP_9aNuWZEnznqVoZi-ufci5g5S/view?usp=sharing
Krish Naik,You Need Not Learn Everything In Data Science Honest Talks,https://www.youtube.com/watch?v=-rw3TtDCVRE,15K,733,47,https://drive.google.com/file/d/1UKVj_UH20MbXovjYjXe7aS--9SOTy3uJ/view?usp=sharing
Krish Naik,Getting Started With Dockers All Basics Command Covered In 1 Video,https://www.youtube.com/watch?v=vnAN9pmgc2g,3.6K,113,4,https://drive.google.com/file/d/1xnL6t4b52nN4BH3r7oEjMakIzkvy1Eca/view?usp=sharing
Krish Naik,Out Of Bag EvaluationOOB And OOB Score Or Error In Random Forest,https://www.youtube.com/watch?v=fXfs_6o_hOs,3.4K,93,9,https://drive.google.com/file/d/1Be_9Acp1G_Ggf6FHQvWtU1BCKTeWAEwq/view?usp=sharing
Krish Naik,Part 3Git And Github Series Resolving Git Branch Merge Conflicts In Simple Steps With Commands,https://www.youtube.com/watch?v=J_TLvwNYliM,3.4K,104,13,https://drive.google.com/file/d/1s8o-ZCKN3QnwyJ439DbMeMN5R3Ga0OTv/view?usp=sharing
Krish Naik,How To Deploy Machine Learning Models Using Docker And Github Action In Heroku,https://www.youtube.com/watch?v=Gs15V79cauo,10K,441,28,https://drive.google.com/file/d/13XGUMQhSDJVzF6zV9N3IgWxrOtSP-lSG/view?usp=sharing
Krish Naik,Part 2Git And Github Series Git MergePush Checkout And Log With Commands,https://www.youtube.com/watch?v=SMqxisMGfYM,4.4K,136,3,https://drive.google.com/file/d/1dUH0vYJ2os297iz7JOwB8bGOrOOnPv1-/view?usp=sharing
Krish Naik,Part 1Git And Github Series Introduction Installation Of Git And Understanding Basic Commands,https://www.youtube.com/watch?v=GW7B6vwktPA,13K,347,25,https://drive.google.com/file/d/1ISnZfxyQJ2VWVy0e_hqikZPVeIYsjbVW/view?usp=sharing
Krish Naik,How To Apply Jobs From iNeuron Job Portal,https://www.youtube.com/watch?v=Xii_iU9drSU,5.8K,178,31,https://drive.google.com/file/d/1V4u9lGr5CK1dFMGiwNk0gWY2DvE-qdVF/view?usp=sharing
Krish Naik,Announcing iNeuron Job PortalNow Start Applying Jobs,https://www.youtube.com/watch?v=x_6EkOA3eNk,13K,503,68,https://drive.google.com/file/d/1QLmyz8ejo7QY4CtQxSEV3ANZdr-0w_fV/view?usp=sharing
